Gene	FDR
SPDYE4.388333	0.053562297091048
SPDYE5.442590	0.154284865545458
SPDYE6.729597	0.0686236949376941
SPDYE7P.441251	0.00190699379072407
SPDYE8P.389517	1.64880962360398e-12
SPEF1.25876	2.94122030427364e-85
SPEF2.79925	4.90627151574187e-72
SPEG.10290	3.40896387502548e-63
SPEM1.374768	0.0261116759374791
SPEN.23013	5.89220175049229e-18
SPERT.220082	0.000673258881877119
SPESP1.246777	9.72272370187536e-09
SPG11.80208	1.27107834253177e-71
SPG20.23111	2.9288045044247e-18
SPG21.51324	2.87055090681026e-15
SPG7.6687	6.25185723472715e-22
SPHAR.10638	3.34392430168806e-08
SPHK1.8877	1.76583089130391e-59
SPHK2.56848	3.0724010520816e-34
SPHKAP.80309	4.56837513360764e-56
SPI1.6688	1.42520595160546e-25
SPIB.6689	8.54644164511364e-58
SPIC.121599	9.48070374619903e-09
SPIN1.10927	3.67741542383933e-13
SPIN2A.54466	1.48710948362871e-27
SPIN2B.474343	8.49684221435082e-13
SPIN3.169981	2.20996569963988e-22
SPIN4.139886	1.08672630891999e-23
SPINK13.153218	0.0238998042627733
SPINK14.408187	0.158731400242252
SPINK1.6690	1.04268586614168e-10
SPINK2.6691	3.40961766829734e-12
SPINK4.27290	1.99686939350433e-40
SPINK5.11005	5.93506674018248e-16
SPINK6.404203	5.09568305446322e-06
SPINK7.84651	0.515601556043259
SPINK8.646424	2.25970187823749e-28
SPINK9.643394	0.897276068133395
SPINLW1.57119	2.05483926581052e-05
SPINT1.6692	5.60839665572028e-06
SPINT2.10653	2.91222429514611e-13
SPINT3.10816	0.00153400275935013
SPINT4.391253	0.386550673754269
SPIRE1.56907	7.13321671178444e-16
SPIRE2.84501	9.65402236775979e-24
SPNS1.83985	1.2327822706753e-14
SPNS2.124976	5.03641007796457e-65
SPNS3.201305	1.85930592715431e-65
SPN.6693	1.21857770979449e-35
SPO11.23626	0.81665843034748
SPOCD1.90853	0.269533635976977
SPOCK1.6695	3.82062829611487e-32
SPOCK2.9806	1.18761535264092e-50
SPOCK3.50859	8.93373193573995e-28
SPON1.10418	1.69895037339967e-48
SPON2.10417	1.07517784468062e-46
SPOPL.339745	1.51653415635956e-76
SPOP.8405	1.51191821502155e-53
SPP1.6696	5.42407014099376e-10
SPP2.6694	0.000503787546494322
SPPL2A.84888	6.28058461849093e-27
SPPL2B.56928	6.12267348535469e-34
SPPL3.121665	0.0263938914549572
SPRED1.161742	8.23327568804408e-31
SPRED2.200734	1.64435929828843e-46
SPRED3.399473	7.13093406808763e-08
SPRN.503542	7.30980790969684e-27
SPRR1A.6698	1.72422321837698e-10
SPRR1B.6699	5.54187442634141e-19
SPRR2A.6700	9.20406685358349e-36
SPRR2B.6701	1.53911788825325e-07
SPRR2C.6702	2.54328289928586e-16
SPRR2D.6703	2.00714973861947e-36
SPRR2E.6704	1.15128829640528e-23
SPRR2F.6705	8.89510771626794e-10
SPRR2G.6706	7.81333896935804e-16
SPRR3.6707	0.000511309991158058
SPRR4.163778	0.000298834586606729
SPRY1.10252	6.83154065394489e-68
SPRY2.10253	3.28399285546601e-75
SPRY3.10251	2.17649803876797e-43
SPRY4.81848	8.26068251772908e-14
SPRYD3.84926	9.47938307510492e-66
SPRYD4.283377	1.53521112241107e-14
SPRYD5.84767	4.16604628174518e-12
SPR.6697	1.61252219784319e-42
SPSB1.80176	5.99375003033035e-48
SPSB2.84727	7.65956776813246e-22
SPSB3.90864	5.53424062140878e-37
SPSB4.92369	1.45733092700889e-09
SPTA1.6708	5.5615295110683e-17
SPTAN1.6709	4.95481023111929e-22
SPTBN1.6711	2.97453223384557e-24
SPTBN2.6712	3.29324593381127e-27
SPTBN4.57731	1.23376168161621e-60
SPTBN5.51332	2.88739474182797e-28
SPTB.6710	2.10431246223674e-24
SPTLC1.10558	4.53655725523254e-19
SPTLC2.9517	1.51569411407725e-56
SPTLC3.55304	3.15906549242534e-12
SPTY2D1.144108	5.25758794782914e-40
SPZ1.84654	1.61148521963113e-11
SQLE.6713	1.54414831112041e-36
SQRDL.58472	8.15203701431849e-18
SQSTM1.8878	5.30485606474803e-14
SR140.23350	2.48032340549226e-27
SRA1.10011	9.94576460008982e-20
SRBD1.55133	3.71287900267726e-23
SRCAP.10847	2.11441200384242e-15
SRCIN1.80725	2.37632358164188e-50
SRCRB4D.136853	2.03732608625042e-27
SRC.6714	2.807715615613e-20
SRD5A1.6715	7.28306916190464e-62
SRD5A2.6716	0.504629526883254
SRD5A3.79644	2.7847991521473e-11
SREBF1.6720	5.39421114368032e-49
SREBF2.6721	0.000562458444440247
SRFBP1.153443	4.4500329523228e-29
SRF.6722	9.52941311861765e-74
SRGAP1.57522	3.30472432773208e-25
SRGAP2.23380	2.63166412427457e-12
SRGAP3.9901	4.32613266332714e-08
SRGN.5552	1.26951830972813e-38
SRI.6717	1.09405702797784e-07
SRL.6345	1.01757480296884e-62
SRMS.6725	2.49363414506656e-55
SRM.6723	8.97096688084125e-44
SRP14.6727	1.07778530029159e-34
SRP19.6728	3.35889875395898e-08
SRP54.6729	7.91231601607267e-53
SRP68.6730	6.29346080809529e-23
SRP72.6731	3.17654289703995e-31
SRP9.6726	8.11722365949562e-15
SRPK1.6732	4.55122326323507e-88
SRPK2.6733	1.09157182916495e-30
SRPK3.26576	3.55932651916296e-09
SRPRB.58477	4.23178357537493e-31
SRPR.6734	1.88033224631781e-14
SRPX2.27286	1.72038261761967e-28
SRPX.8406	2.45042103378008e-57
SRRD.402055	6.6687560008973e-15
SRRM1.10250	3.04003541445911e-20
SRRM2.23524	4.79234969283557e-23
SRRM3.222183	8.78663248593662e-46
SRRM4.84530	0.17434387427197
SRRM5.100170229	1.44454596976603e-09
SRRT.51593	4.7035976517826e-34
SRR.63826	1.17889734129045e-17
SRXN1.140809	1.30509932158401e-38
SRY.6736	0.0879986148036926
SS18L1.26039	1.64120332119035e-21
SS18L2.51188	4.60634638464827e-09
SS18.6760	0.119737818975355
SSBP1.6742	3.60101873424951e-33
SSBP2.23635	9.63170259140411e-37
SSBP3.23648	8.96132581214627e-10
SSBP4.170463	2.82918649659527e-43
SSB.6741	3.9143890768817e-31
SSC5D.284297	4.90902871409931e-61
SSFA2.6744	3.44183902483962e-10
SSH1.54434	2.77480865352231e-22
SSH2.85464	1.2796771103337e-11
SSH3.54961	7.85113154544011e-69
SSNA1.8636	3.25641521312149e-26
SSPN.8082	5.06901093628763e-51
SSPO.23145	2.93215072595912e-37
SSR1.6745	9.29137578997239e-44
SSR2.6746	3.35372903548421e-18
SSR3.6747	7.6653896686906e-26
SSR4.6748	1.39232735143824e-10
SSRP1.6749	1.70509472163536e-61
SSSCA1.10534	2.37591988039299e-16
SSTR1.6751	1.29392870258008e-59
SSTR2.6752	5.45896301559098e-20
SSTR3.6753	5.67574102993134e-24
SSTR4.6754	0.116176374477066
SSTR5.6755	1.08696224153658e-15
SST.6750	4.5643146643207e-09
SSU72.29101	6.4988858984632e-29
SSX1.6756	3.31548933430096e-05
SSX2IP.117178	1.79644374583824e-29
SSX2.6757	0.00282202999674615
SSX3.10214	0.000582969528882676
SSX4.6759	0.0221084232918884
SSX5.6758	0.837181167071573
SSX6.280657	0.00266209187984476
SSX7.280658	0.167601382850986
SSX8.280659	0.264866726103525
ST13.6767	4.52715700783026e-13
ST14.6768	7.98012362097955e-46
ST18.9705	1.23516920167393e-24
ST20.400410	4.87239975457696e-41
ST3GAL1.6482	9.29172612733737e-13
ST3GAL2.6483	2.47111054060466e-51
ST3GAL3.6487	1.39280521217258e-30
ST3GAL4.6484	1.77695070467182e-19
ST3GAL5.8869	1.39379302907403e-14
ST3GAL6.10402	4.47227480703469e-79
ST5.6764	1.41642021097384e-51
ST6GAL1.6480	7.22659879176456e-32
ST6GAL2.84620	7.26394476809342e-33
ST6GALNAC1.55808	4.04212473354017e-34
ST6GALNAC2.10610	1.25262802767475e-31
ST6GALNAC3.256435	2.40655520930731e-34
ST6GALNAC4.27090	8.79274727995886e-05
ST6GALNAC5.81849	2.88592938376601e-08
ST6GALNAC6.30815	3.17358064323895e-55
ST7L.54879	1.05276842715252e-06
ST7OT1.93653	4.29767324882322e-20
ST7OT2.93654	0.441709277971187
ST7OT3.93655	0.0223198476364105
ST7OT4.338069	6.62364274937688e-07
ST7.7982	5.92001073562689e-07
ST8SIA1.6489	1.07507919902415e-97
ST8SIA2.8128	4.2872194148286e-21
ST8SIA3.51046	0.795568989658335
ST8SIA4.7903	7.68588026166339e-25
ST8SIA5.29906	1.568764349545e-07
ST8SIA6.338596	3.14356229876663e-48
STAB1.23166	8.06087898780795e-41
STAB2.55576	1.61272969868828e-39
STAC2.342667	1.89080938532737e-68
STAC3.246329	6.97845994825217e-15
STAC.6769	3.67684725198546e-115
STAG1.10274	4.41792660704519e-24
STAG2.10735	5.82641897526968e-24
STAG3L1.54441	0.294446495070543
STAG3L2.442582	0.00527727999124101
STAG3L3.442578	3.61632333428222e-15
STAG3L4.64940	0.000175730656871197
STAG3.10734	6.90221270118193e-40
STAM2.10254	2.39666084135027e-57
STAMBPL1.57559	6.12458830493517e-28
STAMBP.10617	2.40106284358631e-37
STAM.8027	5.79410916112835e-34
STAP1.26228	3.73677876841373e-23
STAP2.55620	4.36957044443132e-22
STARD10.10809	1.15481192565869e-86
STARD13.90627	1.79499497209354e-51
STARD3NL.83930	1.12940218984929e-06
STARD3.10948	1.67460333736491e-17
STARD4.134429	1.47930658292835e-31
STARD5.80765	1.13220944114428e-33
STARD6.147323	2.16858888200054e-05
STARD7.56910	2.84951878228183e-41
STARD8.9754	8.44362403963049e-73
STAR.6770	0.000161524547563247
STAT1.6772	2.14053915552845e-12
STAT2.6773	1.40977652980663e-10
STAT3.6774	1.32519700495202e-12
STAT4.6775	4.48526202521121e-39
STAT5A.6776	1.2119274599667e-49
STAT5B.6777	2.53186627156763e-29
STAT6.6778	6.70597312553898e-27
STATH.6779	2.0134196235459e-08
STAU1.6780	1.20716487882454e-31
STAU2.27067	6.69063397249324e-34
STBD1.8987	5.74614720713819e-21
STC1.6781	5.16951004293446e-12
STC2.8614	2.78910048263046e-48
STEAP1.26872	1.60699521083693e-18
STEAP2.261729	2.9260034095102e-40
STEAP3.55240	2.06813005239271e-53
STEAP4.79689	4.37629146270581e-27
STH.246744	2.14135837539997e-27
STIL.6491	1.64344813254235e-83
STIM1.6786	1.27129696994003e-16
STIM2.57620	1.70237040860465e-19
STIP1.10963	1.96787780652518e-48
STK10.6793	5.77609555256833e-23
STK11IP.114790	1.02928991860489e-16
STK11.6794	8.04127744820869e-38
STK16.8576	6.74849253632833e-47
STK17A.9263	1.05124879197945e-29
STK17B.9262	5.79757094769272e-40
STK19.8859	2.16515137612942e-19
STK24.8428	8.14471322807517e-22
STK25.10494	1.10735375911789e-44
STK31.56164	0.240134556783333
STK32A.202374	1.10513042011435e-22
STK32B.55351	7.15958509691599e-68
STK32C.282974	3.71115166399293e-08
STK33.65975	6.29038071218646e-33
STK35.140901	4.32215998626292e-14
STK36.27148	2.293949844639e-52
STK38L.23012	2.64785269157932e-23
STK38.11329	3.14206999251305e-73
STK39.27347	5.72784969321146e-38
STK3.6788	4.58674771154491e-20
STK40.83931	4.56513250393499e-42
STK4.6789	4.33725293328686e-15
STL.7955	4.7645886739185e-36
STMN1.3925	1.56769108426284e-78
STMN2.11075	9.55758575770388e-17
STMN3.50861	7.9013911860194e-29
STMN4.81551	3.69998628074316e-05
STOML1.9399	2.1703744084961e-20
STOML2.30968	2.41136982757887e-39
STOML3.161003	0.079853656949493
STOM.2040	3.6306441094845e-25
STON1.GTF2A1L.286749	6.52208975694324e-12
STON1.11037	1.83418138604342e-47
STON2.85439	1.28299993715893e-44
STOX1.219736	7.88443078213828e-07
STOX2.56977	4.52122813316049e-55
STRA13.201254	1.05566650856681e-20
STRA6.64220	2.17255039773844e-17
STRA8.346673	3.89734837905248e-69
STRADA.92335	2.50820445204567e-15
STRADB.55437	1.28928995669371e-15
STRAP.11171	2.66674400345914e-26
STRBP.55342	1.86645866273684e-41
STRC.161497	2.5994198817873e-19
STRN3.29966	8.14384152747681e-61
STRN4.29888	2.24510310791853e-22
STRN.6801	7.73553582308137e-28
STS.412	1.68209658541442e-31
STT3A.3703	9.72702913696991e-23
STT3B.201595	1.44809458831273e-32
STUB1.10273	1.48789843075689e-33
STX10.8677	2.2141870128331e-45
STX11.8676	4.97617787144549e-26
STX12.23673	1.47045182653275e-21
STX16.8675	3.3309310327742e-08
STX17.55014	3.12526456450769e-11
STX18.53407	6.68111530225241e-44
STX19.415117	2.46781259669473e-32
STX1A.6804	2.08304569610685e-13
STX1B.112755	5.85768201192166e-51
STX2.2054	2.60909499974009e-06
STX3.6809	1.01023848359637e-20
STX4.6810	4.97796336397372e-22
STX5.6811	0.00278831053798423
STX6.10228	2.24011905497409e-23
STX7.8417	9.36769466046949e-16
STX8.9482	1.46189567564923e-06
STXBP1.6812	1.45141800571267e-20
STXBP2.6813	7.37046742725096e-40
STXBP3.6814	1.91775431512954e-06
STXBP4.252983	4.0085241477029e-45
STXBP5L.9515	4.06519286582752e-10
STXBP5.134957	4.44803067417947e-21
STXBP6.29091	3.30899237563351e-29
STYK1.55359	2.45931210758709e-12
STYXL1.51657	4.37511608501939e-10
STYX.6815	4.30208840430805e-14
SUB1.10923	0.196401580049973
SUCLA2.8803	6.49224127659231e-17
SUCLG1.8802	3.00183889664671e-14
SUCLG2.8801	2.12609133318112e-38
SUCNR1.56670	2.35763893187624e-18
SUDS3.64426	6.40415659220447e-35
SUFU.51684	1.4776224063734e-16
SUGT1L1.283507	2.74635126756286e-45
SUGT1P1.441394	7.40971365576427e-17
SUGT1.10910	9.31966555334054e-12
SULF1.23213	9.44324163712277e-19
SULF2.55959	9.90270128261871e-22
SULT1A1.6817	5.70502037656216e-47
SULT1A2.6799	2.49936756696087e-43
SULT1A3.6818	2.57969298446974e-18
SULT1B1.27284	1.44315133253275e-14
SULT1C2.6819	0.750453593724503
SULT1C3.442038	0.00303926233277868
SULT1C4.27233	5.21841564857543e-21
SULT1E1.6783	1.02813802970183e-20
SULT2A1.6822	0.19789491329455
SULT2B1.6820	9.12581199853159e-41
SULT4A1.25830	2.31376553866635e-17
SULT6B1.391365	0.0879141184781352
SUMF1.285362	3.67688431187019e-36
SUMF2.25870	0.000528114784362132
SUMO1P1.391257	0.00359886693178142
SUMO1P3.474338	6.38647121742482e-18
SUMO1.7341	3.63092980639369e-19
SUMO2.6613	1.69083325605459e-32
SUMO3.6612	4.900922196129e-27
SUMO4.387082	4.9637974439629e-05
SUN1.23353	5.59747160878941e-12
SUN2.25777	2.88091346776616e-53
SUN3.256979	2.5093265115545e-19
SUN5.140732	0.545625147544139
SUOX.6821	2.89542843844211e-84
SUPT16H.11198	4.77903850828893e-26
SUPT3H.8464	1.38387145594554e-09
SUPT4H1.6827	4.08009451551622e-26
SUPT5H.6829	4.64081386935508e-41
SUPT6H.6830	5.05151223405322e-31
SUPT7L.9913	9.60554089998642e-15
SUPV3L1.6832	4.39122632681816e-39
SURF1.6834	9.87129144326889e-39
SURF2.6835	3.19685024674818e-24
SURF4.6836	5.33435623971258e-11
SURF6.6838	5.37684981912497e-27
SUSD1.64420	1.48400338586661e-16
SUSD2.56241	8.34686560741984e-12
SUSD3.203328	8.79421948849292e-68
SUSD4.55061	0.000151804164616599
SUSD5.26032	2.8500265131071e-07
SUV39H1.6839	1.44765004195029e-41
SUV39H2.79723	9.61485016696107e-88
SUV420H1.51111	1.38429288973103e-13
SUV420H2.84787	6.90348479598608e-31
SUZ12P.440423	1.81702679398534e-12
SUZ12.23512	3.08323789132073e-19
SV2A.9900	1.27838381307353e-15
SV2B.9899	3.62234079138881e-47
SV2C.22987	4.46503913531288e-06
SVEP1.79987	4.75551646822648e-82
SVIL.6840	2.09173833926873e-40
SVIP.258010	4.24502347397484e-05
SVOPL.136306	1.29827752402346e-45
SVOP.55530	2.49175619037297e-05
SWAP70.23075	6.12466987525254e-33
SYAP1.94056	1.1557412388838e-34
SYBU.55638	2.25790222013863e-74
SYCE1L.100130958	1.04258333792466e-54
SYCE1.93426	8.264179930944e-26
SYCE2.256126	2.74856072161261e-19
SYCN.342898	2.98586116066045e-07
SYCP1.6847	2.52528391797477e-05
SYCP2L.221711	3.48062353988662e-22
SYCP2.10388	1.98840131003594e-10
SYCP3.50511	0.323791014309874
SYDE1.85360	1.20302690303238e-53
SYDE2.84144	2.11844900029971e-32
SYF2.25949	7.98426674072346e-16
SYK.6850	3.22424529729044e-20
SYMPK.8189	4.91785539926006e-15
SYN1.6853	0.00221409496323951
SYN2.6854	2.7780255576968e-61
SYN3.8224	0.000113542673535253
SYNCRIP.10492	9.17400247691384e-60
SYNC.81493	4.06998027816306e-36
SYNE1.23345	8.20420281178255e-50
SYNE2.23224	4.48406666392576e-14
SYNGAP1.8831	2.90588549707659e-17
SYNGR1.9145	2.30680668248738e-13
SYNGR2.9144	5.76452721877421e-20
SYNGR3.9143	0.0394862114090032
SYNGR4.23546	1.36912406542114e-13
SYNJ1.8867	1.40673708053941e-21
SYNJ2BP.55333	1.54187198631773e-73
SYNJ2.8871	1.20966610880607e-22
SYNM.23336	2.1265203470795e-60
SYNPO2L.79933	1.24139454988661e-20
SYNPO2.171024	5.41661252811387e-54
SYNPO.11346	1.00446990232231e-65
SYNPR.132204	0.468841933506458
SYNRG.11276	8.25753667603252e-21
SYPL1.6856	1.72467948929335e-05
SYPL2.284612	8.58976809806256e-26
SYP.6855	1.71943257184447e-23
SYS1.DBNDD2.767557	3.06124769362909e-30
SYS1.90196	1.14157116964449e-38
SYT10.341359	0.000221837271507194
SYT11.23208	3.09549475619334e-49
SYT12.91683	0.00124191240250711
SYT13.57586	4.62349919654814e-18
SYT14L.401135	0.203266224817975
SYT14.255928	3.99218568518211e-09
SYT15.83849	1.70058460876822e-48
SYT16.83851	4.52789468024132e-10
SYT17.51760	1.60459652572571e-57
SYT1.6857	6.03512079711986e-42
SYT2.127833	7.89559067049252e-24
SYT3.84258	4.71066088560026e-14
SYT4.6860	0.429866916762099
SYT5.6861	0.681575888722456
SYT6.148281	2.44807171167793e-28
SYT7.9066	1.56516464785836e-13
SYT8.90019	3.05609667110131e-74
SYT9.143425	3.33281402326104e-74
SYTL1.84958	2.55105941530271e-35
SYTL2.54843	5.34401781231959e-79
SYTL3.94120	4.43509975468555e-13
SYTL4.94121	8.5389242952001e-78
SYTL5.94122	2.424985339254e-79
SYVN1.84447	5.1189748310827e-11
TAAR1.134864	3.08837267439751e-06
TAAR2.9287	0.566459660637058
TAAR5.9038	0.574187976310708
TAAR6.319100	0.227576726189455
TAAR8.83551	0.919963547837596
TAAR9.134860	0.00896701776877102
TAB1.10454	7.92029629856514e-15
TAB2.23118	1.64067406281749e-15
TAB3.257397	2.4667501908059e-35
TAC1.6863	5.41596824474878e-62
TAC3.6866	0.00991752097126485
TAC4.255061	0.000191288702659449
TACC1.6867	5.48661105164963e-39
TACC2.10579	0.513112336451175
TACC3.10460	1.54641028761545e-56
TACO1.51204	9.9333892039601e-28
TACR1.6869	3.45883814046439e-71
TACR2.6865	0.0190727646421383
TACR3.6870	6.20172107975143e-14
TACSTD2.4070	2.48524798809589e-12
TADA1.117143	4.06304024370573e-10
TADA2A.6871	1.3253886724078e-07
TADA2B.93624	7.40767711564339e-70
TADA3.10474	1.58474706935888e-19
TAF10.6881	1.12418945184544e-13
TAF11.6882	1.53123363727076e-52
TAF12.6883	0.0130552993794086
TAF13.6884	1.65650663162226e-23
TAF15.8148	5.5367896036778e-12
TAF1A.9015	9.82699420683168e-13
TAF1B.9014	2.45096466953482e-15
TAF1C.9013	3.10277724008365e-40
TAF1D.79101	8.2709391279554e-31
TAF1L.138474	7.28805722980388e-17
TAF1.6872	2.18648027849445e-21
TAF2.6873	7.36486968665177e-37
TAF3.83860	6.8310019200095e-22
TAF4B.6875	6.00899927223261e-69
TAF4.6874	4.73022683476309e-26
TAF5L.27097	2.66674649184265e-27
TAF5.6877	2.65964686108988e-54
TAF6L.10629	1.04780682925422e-26
TAF6.6878	7.20902892826397e-27
TAF7L.54457	1.14110317158578e-26
TAF7.6879	7.77306469249928e-21
TAF8.129685	8.62255523120122e-12
TAF9B.51616	2.6341953131055e-58
TAF9.6880	1.03736695299083e-44
TAGAP.117289	2.44405147541241e-43
TAGLN2.8407	2.09507698240519e-37
TAGLN3.29114	2.61492302155862e-32
TAGLN.6876	1.51529425125209e-46
TAL1.6886	1.20187133835501e-69
TAL2.6887	5.14270287906969e-05
TALDO1.6888	8.57005986474922e-29
TANC1.85461	2.74985670617319e-16
TANC2.26115	2.47624696280205e-47
TANK.10010	4.66364743960474e-31
TAOK1.57551	3.90599254814516e-33
TAOK2.9344	1.04735931296949e-48
TAOK3.51347	1.34410278696571e-09
TAP1.6890	1.3372029700972e-24
TAP2.6891	2.31312536326099e-47
TAPBPL.55080	1.51824622185333e-09
TAPBP.6892	2.3501690437224e-18
TAPT1.202018	9.73707008680433e-72
TARBP1.6894	1.84076485918274e-13
TARBP2.6895	1.21903905829323e-30
TARDBP.23435	2.24758486523314e-24
TARM1.441864	0.604031262844609
TARP.445347	1.63734208580807e-06
TARS2.80222	1.46038406752801e-08
TARSL2.123283	1.04878939045741e-05
TARS.6897	4.29887500498611e-43
TAS1R1.80835	1.90639259668452e-30
TAS1R2.80834	0.623185037614214
TAS1R3.83756	0.286719512409904
TAS2R10.50839	0.029672797763956
TAS2R13.50838	0.00113232540592525
TAS2R14.50840	0.0538203874314929
TAS2R16.50833	0.352641892831947
TAS2R19.259294	0.332193638437512
TAS2R1.50834	0.0251954562685704
TAS2R20.259295	8.20223645313135e-15
TAS2R30.259293	0.150144591199521
TAS2R31.259290	0.492182544363874
TAS2R38.5726	0.026141097074826
TAS2R39.259285	0.0446610241201388
TAS2R3.50831	3.83935015243579e-14
TAS2R40.259286	2.39304966805217e-15
TAS2R41.259287	0.324696671512037
TAS2R42.353164	0.621021675396926
TAS2R43.259289	0.385353570693859
TAS2R46.259292	0.0521537394370455
TAS2R4.50832	2.61077441266252e-10
TAS2R50.259296	0.0155985254744019
TAS2R5.54429	0.000171828083501749
TAS2R60.338398	0.000669431797387361
TAS2R7.50837	0.349916736447549
TAS2R8.50836	0.413304129524353
TAS2R9.50835	0.43383826895565
TASP1.55617	2.29390590696309e-10
TATDN1.83940	6.78414108668308e-38
TATDN2.9797	2.13982806508261e-20
TATDN3.128387	2.79532396408905e-14
TAT.6898	1.89200693479714e-32
TAX1BP1.8887	1.09876802433875e-10
TAX1BP3.30851	4.1815116373658e-46
TAZ.6901	1.37663023249956e-31
TBC1D10A.83874	1.20047024652099e-29
TBC1D10B.26000	8.40399982121238e-14
TBC1D10C.374403	4.98144057792602e-46
TBC1D12.23232	1.65876943691437e-46
TBC1D13.54662	2.22083915873536e-31
TBC1D14.57533	2.83793092326607e-11
TBC1D15.64786	6.49141041220348e-33
TBC1D16.125058	1.09480649604065e-08
TBC1D17.79735	5.57565743316437e-47
TBC1D19.55296	5.72107397102098e-37
TBC1D1.23216	1.16554387536343e-69
TBC1D20.128637	1.74118829669546e-28
TBC1D21.161514	0.115016851677873
TBC1D22A.25771	3.95229810230378e-19
TBC1D22B.55633	3.99519666582336e-47
TBC1D23.55773	4.51052106766643e-26
TBC1D24.57465	0.000895852430940301
TBC1D25.4943	2.60183764721104e-10
TBC1D26.353149	1.1679935105749e-13
TBC1D28.254272	4.95815866990892e-05
TBC1D29.26083	3.10610778199982e-06
TBC1D2B.23102	3.01739781639631e-46
TBC1D2.55357	8.11797793550307e-38
TBC1D3B.414059	8.25765438531039e-24
TBC1D3C.414060	3.79141710572169e-06
TBC1D3G.654341	0.0420648556216347
TBC1D3H.729877	1.86816291414126e-09
TBC1D3P2.440452	0.056271309603965
TBC1D3.729873	2.66256038344177e-07
TBC1D4.9882	1.123514143595e-32
TBC1D5.9779	6.62739108963296e-21
TBC1D7.51256	1.5552680865265e-55
TBC1D8B.54885	1.12911744040364e-15
TBC1D8.11138	9.30073300320192e-19
TBC1D9B.23061	4.73177195549048e-21
TBC1D9.23158	4.40088352772496e-107
TBCA.6902	5.10748056558942e-28
TBCB.1155	1.312182814221e-28
TBCCD1.55171	1.64371802323482e-27
TBCC.6903	1.14883067219038e-27
TBCD.6904	1.27436887088001e-12
TBCEL.219899	2.97669525809913e-22
TBCE.6905	4.61724071868182e-30
TBCK.93627	1.03304127981927e-36
TBK1.29110	1.3266642573934e-35
TBKBP1.9755	5.3404078502036e-36
TBL1XR1.79718	1.46602986319995e-14
TBL1X.6907	7.82466083362736e-07
TBL1Y.90665	0.0465789762272099
TBL2.26608	1.61449639961223e-20
TBL3.10607	1.32563475369009e-17
TBPL1.9519	4.01918753856493e-55
TBPL2.387332	0.318765903011233
TBP.6908	3.9808684564837e-08
TBR1.10716	3.76991286448459e-20
TBRG1.84897	2.12274771686481e-28
TBRG4.9238	2.59485020662367e-51
TBX10.347853	0.159174153172558
TBX15.6913	3.15949574412636e-52
TBX18.9096	4.35717002485423e-47
TBX19.9095	4.80488571605522e-94
TBX1.6899	2.85974675896935e-05
TBX20.57057	4.0372391020471e-06
TBX21.30009	1.1775380485052e-37
TBX22.50945	1.81101541461195e-06
TBX2.6909	6.0429426894512e-32
TBX3.6926	1.22842791990126e-58
TBX4.9496	2.23365509978556e-07
TBX5.6910	5.57456143835871e-35
TBX6.6911	1.43976513346738e-22
TBXA2R.6915	3.34476556928985e-17
TBXAS1.6916	5.99924376439699e-23
TC2N.123036	1.90672696173735e-20
TCAM1P.146771	5.22732773134557e-49
TCAP.8557	5.03694537964485e-17
TCEA1.6917	2.24787735112639e-18
TCEA2.6919	1.88847136728897e-31
TCEA3.6920	4.57396879931479e-39
TCEAL1.9338	2.17781133609485e-87
TCEAL2.140597	3.90846312812933e-41
TCEAL3.85012	8.37485961103237e-68
TCEAL4.79921	7.33066822832429e-54
TCEAL5.340543	2.7024223302645e-52
TCEAL6.158931	1.1697830158286e-62
TCEAL7.56849	5.74858134968375e-76
TCEAL8.90843	0.12330674964355
TCEANC.170082	1.71286679827678e-20
TCEB1.6921	6.87135828774158e-40
TCEB2.6923	2.78586122164409e-19
TCEB3B.51224	1.41070841917789e-08
TCEB3C.162699	0.367925114292542
TCEB3.6924	3.07938182904036e-26
TCERG1L.256536	8.20194109981561e-27
TCERG1.10915	4.38621173086176e-15
TCF12.6938	1.75548929043413e-34
TCF15.6939	1.12878543936039e-32
TCF19.6941	1.56849402098786e-63
TCF20.6942	3.61417034253101e-44
TCF21.6943	5.49927858615279e-17
TCF23.150921	6.1649955044334e-21
TCF25.22980	8.03067597674468e-12
TCF3.6929	1.31075140438162e-49
TCF4.6925	1.72482182457091e-62
TCF7L1.83439	6.28093660150139e-98
TCF7L2.6934	5.04234273341475e-65
TCF7.6932	6.08229565907557e-54
TCFL5.10732	2.58586788309054e-10
TCHHL1.126637	2.5280525006491e-26
TCHH.7062	0.00144732764119766
TCHP.84260	1.80865242930978e-09
TCIRG1.10312	3.45743435011892e-18
TCL1A.8115	4.93915545800112e-30
TCL1B.9623	0.00020652801167729
TCL6.27004	0.00341346989158247
TCN1.6947	3.54629768792266e-25
TCN2.6948	1.72279895598511e-55
TCOF1.6949	4.56931699258233e-51
TCP10L2.401285	0.686072228529339
TCP10L.140290	0.0165150859479637
TCP10.6953	4.9795794891325e-05
TCP11L1.55346	3.15847333066709e-23
TCP11L2.255394	2.90268389977038e-39
TCP11.6954	3.44305792507236e-12
TCP1.6950	6.26447819227032e-50
TCTA.6988	1.58515917694777e-28
TCTE1.202500	1.94963874375557e-08
TCTE3.6991	2.09479808489147e-11
TCTEX1D1.200132	2.04537225653023e-32
TCTEX1D2.255758	6.04733226744457e-10
